flight_id,flight_duration,passenger_count,adult_passengers,child_passengers,business_class_ratio,is_international,total_food_demand
1662,5.1,69,58,11,0.04,0,71
1663,3.8,259,208,51,0.29,0,318
1664,10.1,248,220,28,0.17,0,442
1665,2.4,276,267,9,0.1,0,183
1666,7.0,86,81,5,0.13,0,136
1667,9.8,184,149,35,0.19,0,281
1668,2.3,93,82,11,0.06,0,54
1669,12.0,111,103,8,0.18,0,188
1670,8.8,114,97,17,0.08,0,167
1671,4.8,251,235,16,0.08,1,297
1672,6.2,192,171,21,0.02,0,183
1673,7.6,216,189,27,0.27,0,353
1674,5.4,292,255,37,0.19,0,345
1675,6.6,112,99,13,0.29,0,131
1676,1.2,193,190,3,0.25,0,136
1677,4.4,176,176,0,0.15,0,193
1678,5.8,67,60,7,0.13,1,79
1679,9.6,102,87,15,0.07,0,165
1680,5.5,271,220,51,0.01,1,272
1681,8.0,205,195,10,0.05,0,298
1682,11.1,249,228,21,0.1,1,451
1683,2.4,280,273,7,0.29,0,197
1684,11.2,155,154,1,0.3,0,269
1685,6.2,219,182,37,0.17,0,252
1686,2.7,221,211,10,0.05,0,145
1687,10.6,242,241,1,0.04,1,377
1688,4.2,118,109,9,0.22,1,134
1689,10.8,64,64,0,0.23,0,112
1690,7.2,137,124,13,0.08,0,215
1691,7.6,53,50,3,0.13,0,91
1692,2.6,249,213,36,0.27,0,182
1693,9.6,257,221,36,0.28,0,444
1694,4.3,97,96,1,0.17,0,101
1695,10.8,297,253,44,0.04,0,496
1696,7.7,200,193,7,0.06,0,300
1697,2.1,63,57,6,0.27,0,41
1698,3.7,101,91,10,0.11,0,107
1699,1.1,79,74,5,0.12,0,53
1700,9.2,217,208,9,0.11,1,366
1701,4.5,218,200,18,0.27,0,247
1702,1.4,270,224,46,0.29,0,199
1703,3.3,192,187,5,0.11,1,238
1704,11.5,100,97,3,0.22,0,158
1705,4.2,134,118,16,0.07,1,158
1706,7.4,65,59,6,0.24,1,113
1707,8.9,137,126,11,0.16,0,237
1708,6.2,184,168,16,0.1,0,201
1709,9.4,66,55,11,0.26,1,118
1710,3.4,247,245,2,0.08,0,263
1711,8.8,95,77,18,0.17,0,151
1712,2.8,76,61,15,0.24,0,56
1713,3.6,143,137,6,0.05,0,134
1714,5.8,73,65,8,0.24,0,86
1715,7.6,266,223,43,0.01,1,437
1716,11.5,223,217,6,0.01,0,307
1717,10.1,202,190,12,0.22,0,358
1718,6.3,158,142,16,0.02,0,168
1719,4.2,144,137,7,0.07,0,151
1720,5.3,95,85,10,0.0,1,98
1721,7.5,123,123,0,0.27,1,219
1722,3.6,151,142,9,0.1,0,146
1723,10.3,74,74,0,0.09,0,122
1724,1.3,211,201,10,0.02,0,120
1725,4.3,251,225,26,0.3,0,283
1726,9.3,186,176,10,0.11,0,279
1727,7.0,286,272,14,0.15,0,494
1728,1.8,199,168,31,0.2,0,145
1729,10.5,128,115,13,0.24,0,231
1730,3.0,297,286,11,0.18,0,296
1731,7.5,68,62,6,0.15,0,112
1732,6.3,92,80,12,0.12,1,97
1733,2.3,130,124,6,0.18,0,79
1734,3.3,157,151,6,0.05,0,170
1735,6.4,103,102,1,0.2,0,107
1736,10.3,91,75,16,0.03,0,151
1737,10.5,286,246,40,0.17,0,447
1738,8.6,138,116,22,0.29,1,279
1739,3.9,74,70,4,0.21,0,83
1740,11.0,105,103,2,0.26,0,184
1741,1.9,110,103,7,0.14,0,65
1742,9.9,52,51,1,0.17,0,92
1743,11.7,128,127,1,0.03,1,223
1744,11.2,165,158,7,0.12,1,309
1745,8.8,271,266,5,0.15,0,423
1746,6.0,68,59,9,0.27,1,93
1747,7.6,56,56,0,0.01,1,89
1748,6.3,260,215,45,0.19,1,323
1749,8.2,161,136,25,0.25,0,297
1750,5.1,70,63,7,0.0,1,74
1751,11.2,195,162,33,0.21,0,342
1752,9.4,133,117,16,0.08,1,219
1753,7.4,134,133,1,0.1,1,239
1754,5.4,221,217,4,0.23,0,236
1755,7.2,53,44,9,0.17,1,94
1756,4.2,69,63,6,0.25,0,72
1757,9.0,269,269,0,0.02,0,404
1758,4.4,247,224,23,0.18,0,279
1759,8.0,219,194,25,0.03,0,324
1760,4.8,156,127,29,0.17,0,170
1761,2.6,281,226,55,0.02,0,183
1762,4.3,70,59,11,0.26,0,85
1763,5.0,118,101,17,0.3,0,139
1764,2.3,167,143,24,0.14,0,114
1765,8.0,207,195,12,0.04,0,307
1766,11.2,238,203,35,0.22,0,414
1767,7.2,104,101,3,0.06,0,175
1768,7.4,96,83,13,0.11,1,159
1769,8.2,66,59,7,0.09,0,110
1770,8.0,143,129,14,0.03,0,234
1771,11.6,71,62,9,0.02,1,121
1772,4.6,50,44,6,0.2,0,50
1773,3.2,233,215,18,0.04,1,285
1774,11.4,64,58,6,0.2,0,115
1775,7.2,112,100,12,0.02,0,166
1776,6.2,157,126,31,0.02,1,179
1777,8.4,175,168,7,0.27,1,332
1778,7.3,188,152,36,0.26,1,384
1779,6.0,113,100,13,0.08,0,113
1780,4.6,180,164,16,0.04,0,170
1781,9.3,114,109,5,0.08,0,167
1782,7.0,77,70,7,0.04,1,118
1783,5.2,91,75,16,0.0,1,91
1784,1.1,166,147,19,0.06,0,111
1785,8.0,99,85,14,0.09,0,149
1786,4.7,134,123,11,0.2,1,169
1787,8.2,98,96,2,0.21,0,170
1788,8.3,96,94,2,0.28,1,186
1789,6.6,133,125,8,0.28,0,138
1790,6.8,192,172,20,0.07,0,186
1791,8.0,206,176,30,0.24,1,409
1792,8.4,154,154,0,0.22,1,275
1793,10.3,58,49,9,0.24,1,107
1794,9.3,263,227,36,0.09,1,478
1795,8.7,232,195,37,0.29,0,430
1796,4.5,62,58,4,0.19,0,65
1797,2.5,53,47,6,0.13,0,31
1798,3.6,158,132,26,0.26,1,198
1799,9.4,103,100,3,0.06,0,148
1800,2.7,206,200,6,0.29,0,145
1801,8.6,186,158,28,0.09,0,318
1802,11.1,191,182,9,0.15,0,288
1803,10.9,229,195,34,0.25,0,422
1804,4.6,102,94,8,0.18,1,114
1805,6.4,296,275,21,0.01,0,327
1806,1.4,98,96,2,0.14,0,62
1807,3.6,250,213,37,0.15,1,296
1808,10.1,201,169,32,0.22,1,343
1809,9.8,244,204,40,0.08,0,372
1810,10.0,210,201,9,0.12,1,347
1811,11.3,154,127,27,0.1,0,247
1812,1.8,198,181,17,0.15,0,119
1813,8.6,285,252,33,0.09,0,440
1814,1.6,253,213,40,0.02,0,156
1815,5.7,268,255,13,0.05,1,301
1816,12.0,118,111,7,0.09,0,183
1817,8.8,143,134,9,0.05,0,218
1818,6.9,115,101,14,0.12,0,126
1819,8.6,77,65,12,0.01,1,121
1820,7.2,237,232,5,0.06,0,373
1821,7.2,130,106,24,0.26,0,232
1822,8.9,189,167,22,0.2,1,352
1823,7.5,229,225,4,0.2,0,399
1824,4.3,273,229,44,0.22,1,344
1825,9.0,284,233,51,0.18,1,491
1826,2.9,86,83,3,0.27,0,63
1827,1.2,180,162,18,0.16,0,129
1828,6.0,225,222,3,0.24,0,269
1829,8.0,253,236,17,0.21,0,415
1830,7.6,220,219,1,0.13,1,411
1831,9.3,71,58,13,0.08,0,101
1832,7.0,198,193,5,0.07,1,316
1833,4.8,70,70,0,0.04,0,70
1834,7.7,74,66,8,0.12,0,118
1835,5.0,118,106,12,0.05,0,127
1836,10.0,52,50,2,0.06,1,85
1837,4.3,181,153,28,0.22,1,230
1838,1.1,172,159,13,0.24,0,113
1839,6.7,299,282,17,0.22,0,349
1840,11.0,153,128,25,0.27,1,308
1841,7.8,103,102,1,0.27,1,180
1842,5.0,133,125,8,0.11,1,169
1843,10.9,140,113,27,0.13,1,235
1844,1.1,95,84,11,0.28,0,66
1845,7.7,245,202,43,0.24,0,423
1846,1.7,230,202,28,0.19,0,145
1847,7.1,87,78,9,0.23,1,175
1848,7.3,94,93,1,0.16,1,173
1849,5.0,75,69,6,0.18,0,82
1850,10.7,237,235,2,0.25,1,408
1851,3.4,300,275,25,0.26,1,374
1852,10.4,245,216,29,0.17,0,393
1853,4.5,123,107,16,0.14,1,149
1854,5.3,148,128,20,0.22,0,155
1855,2.3,144,121,23,0.02,0,96
1856,5.9,254,245,9,0.05,0,279
1857,8.4,52,48,4,0.25,1,99
1858,7.2,108,100,8,0.11,0,173
1859,6.7,207,204,3,0.22,1,261
1860,3.9,199,192,7,0.27,0,231
1861,8.6,266,249,17,0.02,0,442
1862,5.1,228,206,22,0.13,0,228
1863,5.7,78,66,12,0.0,0,75
1864,9.5,266,253,13,0.02,0,366
1865,9.7,236,192,44,0.12,1,393
1866,7.2,159,149,10,0.22,0,258
1867,1.3,271,233,38,0.04,0,182
1868,9.5,141,127,14,0.26,0,230
1869,6.2,94,91,3,0.27,1,114
1870,10.4,237,194,43,0.23,0,363
1871,3.0,72,62,10,0.02,0,75
1872,5.6,187,186,1,0.12,1,216
1873,7.3,82,76,6,0.14,0,134
1874,9.0,281,225,56,0.06,0,452
1875,11.5,52,44,8,0.3,0,97
1876,5.1,290,258,32,0.06,0,285
1877,7.8,236,214,22,0.09,0,403
1878,11.9,202,171,31,0.22,1,395
1879,5.7,269,234,35,0.11,0,275
1880,9.1,79,65,14,0.12,1,131
1881,5.8,245,228,17,0.0,0,230
1882,10.3,222,191,31,0.3,0,364
1883,10.1,60,52,8,0.0,0,84
1884,7.4,179,169,10,0.16,0,302
1885,4.6,195,161,34,0.2,0,235
1886,6.2,197,160,37,0.3,1,243
1887,8.1,190,181,9,0.02,1,343
1888,4.2,236,224,12,0.14,0,237
1889,6.6,97,96,1,0.16,1,116
1890,7.6,236,193,43,0.17,0,397
1891,10.9,128,103,25,0.17,1,242
1892,3.5,286,262,24,0.11,0,312
1893,3.3,263,251,12,0.12,0,289
1894,4.1,289,271,18,0.21,0,350
1895,9.0,111,92,19,0.02,0,166
1896,9.5,259,239,20,0.21,1,498
1897,4.2,88,75,13,0.08,1,110
1898,11.1,219,183,36,0.3,1,450
1899,10.6,257,207,50,0.23,1,473
1900,2.1,207,201,6,0.1,0,131
1901,4.5,156,130,26,0.08,0,148
1902,7.5,257,210,47,0.28,1,519
1903,11.9,245,197,48,0.08,1,432
1904,3.8,213,205,8,0.01,1,244
1905,8.4,76,75,1,0.17,1,140
1906,4.3,91,89,2,0.17,0,107
1907,10.7,164,162,2,0.29,1,283
1908,1.1,54,48,6,0.24,0,36
1909,3.9,261,252,9,0.19,0,270
1910,3.8,92,82,10,0.03,1,103
1911,2.6,250,217,33,0.25,0,170
1912,4.7,192,171,21,0.12,0,190
1913,4.5,195,183,12,0.21,0,226
1914,10.2,119,100,19,0.15,1,229
1915,1.4,59,53,6,0.04,0,40
1916,8.6,148,134,14,0.22,0,256
1917,10.5,93,76,17,0.01,0,139
1918,3.5,187,165,22,0.2,1,216
1919,3.2,148,138,10,0.16,0,158
1920,4.2,125,114,11,0.06,1,139
1921,6.4,64,53,11,0.26,0,74
1922,9.9,192,189,3,0.07,0,294
1923,11.4,212,187,25,0.29,0,386
1924,9.7,248,246,2,0.1,0,380
1925,6.3,154,133,21,0.08,1,183
1926,3.2,110,99,11,0.3,0,130
1927,2.3,220,196,24,0.29,0,166
1928,5.5,243,196,47,0.22,1,324
1929,10.7,212,211,1,0.14,1,349
1930,6.1,206,185,21,0.01,0,228
1931,10.1,107,95,12,0.24,0,187
1932,3.4,53,51,2,0.1,0,55
1933,6.7,238,215,23,0.06,1,255
1934,7.9,244,218,26,0.07,0,397
1935,3.9,59,56,3,0.04,1,68
1936,8.7,152,129,23,0.25,1,297
1937,1.2,282,257,25,0.11,0,173
1938,10.7,150,137,13,0.25,0,237
1939,5.8,280,235,45,0.3,1,320
1940,6.3,260,248,12,0.13,0,251
1941,2.1,119,101,18,0.2,0,74
1942,6.3,223,207,16,0.26,1,301
1943,2.2,188,174,14,0.03,0,112
1944,11.3,98,87,11,0.28,0,181
1945,5.0,222,214,8,0.04,0,220
1946,9.5,58,49,9,0.17,1,109
1947,5.5,121,109,12,0.12,1,137
1948,3.5,190,155,35,0.25,0,228
1949,7.8,161,158,3,0.06,0,269
1950,11.0,102,96,6,0.25,0,175
1951,11.9,300,266,34,0.12,0,451
1952,5.0,98,98,0,0.29,0,105
1953,8.7,81,81,0,0.0,1,129
1954,2.0,83,82,1,0.04,0,55
1955,11.4,224,196,28,0.11,1,403
1956,6.7,117,113,4,0.03,0,121
1957,1.4,222,184,38,0.3,0,157
1958,10.6,214,181,33,0.22,0,379
1959,2.6,128,119,9,0.03,0,80
1960,2.5,123,112,11,0.09,0,82
1961,7.4,153,129,24,0.26,0,278
1962,8.1,178,169,9,0.12,0,265
1963,2.9,202,166,36,0.22,0,137
1964,7.3,271,246,25,0.23,0,418
1965,10.7,178,171,7,0.13,1,317
1966,4.1,162,148,14,0.27,0,172
1967,10.4,175,144,31,0.13,0,291
1968,6.9,50,47,3,0.27,0,59
1969,6.9,215,175,40,0.09,0,225
1970,6.1,287,267,20,0.26,0,298
1971,10.9,280,258,22,0.01,0,452
1972,10.6,269,227,42,0.03,1,431
1973,4.7,276,257,19,0.15,1,350
1974,6.6,260,215,45,0.05,0,257
1975,10.8,185,178,7,0.19,0,326
1976,8.2,224,186,38,0.02,0,325
1977,11.9,210,182,28,0.17,1,402
1978,9.0,119,98,21,0.19,0,179
1979,7.4,254,222,32,0.09,0,366
1980,7.6,206,172,34,0.11,1,351
1981,6.2,137,112,25,0.01,0,145
1982,6.8,203,184,19,0.03,1,214
1983,1.4,71,68,3,0.11,0,48
1984,10.4,136,124,12,0.01,1,244
1985,4.8,261,231,30,0.14,1,312
1986,8.0,221,196,25,0.02,0,324
1987,1.3,250,213,37,0.15,0,152
1988,10.3,288,249,39,0.08,1,468
1989,6.2,209,174,35,0.29,0,263
1990,11.9,186,160,26,0.03,0,310
1991,7.6,192,161,31,0.16,0,323
1992,11.2,163,152,11,0.27,1,295
1993,1.9,152,152,0,0.09,0,99
1994,6.7,57,47,10,0.03,0,64
1995,8.7,112,100,12,0.24,1,200
1996,11.7,262,242,20,0.24,1,473
1997,7.3,237,222,15,0.07,0,397
1998,8.6,260,213,47,0.03,0,435
1999,10.9,199,187,12,0.07,0,315
2000,4.9,216,206,10,0.16,0,222
2001,8.4,116,96,20,0.2,0,196
2002,10.1,278,238,40,0.12,0,467
2003,5.1,118,117,1,0.04,0,115
2004,11.7,72,70,2,0.18,0,121
2005,4.4,70,68,2,0.19,0,81
2006,9.0,258,211,47,0.12,0,415
2007,8.0,210,191,19,0.22,1,376
2008,9.3,126,124,2,0.1,1,235
2009,1.3,228,218,10,0.14,0,136
2010,4.7,210,175,35,0.12,0,230
2011,6.1,115,103,12,0.18,0,128
2012,6.2,227,199,28,0.04,1,268
2013,5.8,140,136,4,0.08,0,132
2014,4.3,143,133,10,0.0,0,135
2015,7.0,225,194,31,0.26,0,346
2016,9.7,126,123,3,0.1,1,217
2017,8.9,287,274,13,0.01,0,442
2018,3.1,252,224,28,0.01,1,255
2019,7.9,133,132,1,0.08,0,209
2020,2.4,87,81,6,0.24,0,55
2021,1.6,129,116,13,0.15,0,92
2022,11.5,266,265,1,0.04,0,403
2023,5.4,134,108,26,0.27,1,152
2024,7.9,83,76,7,0.03,0,138
2025,9.4,154,140,14,0.19,1,283
2026,3.1,215,200,15,0.02,0,223
2027,6.8,286,271,15,0.3,0,339
2028,3.0,127,115,12,0.13,1,140
2029,9.8,146,142,4,0.28,0,236
2030,8.2,67,64,3,0.12,0,98
2031,7.1,100,97,3,0.19,0,150
2032,1.9,273,230,43,0.17,0,190
2033,3.4,265,234,31,0.23,0,309
2034,1.1,222,207,15,0.02,0,128
2035,4.2,272,271,1,0.27,0,314
2036,2.4,159,141,18,0.16,0,111
2037,3.2,195,176,19,0.07,0,182
2038,4.7,51,47,4,0.26,0,64
2039,10.5,198,175,23,0.06,1,315
2040,4.6,262,252,10,0.05,0,244
2041,11.0,138,134,4,0.15,0,227
2042,10.6,174,153,21,0.16,0,303
2043,5.4,71,66,5,0.02,0,78
2044,3.6,128,124,4,0.09,0,136
2045,1.3,120,114,6,0.01,0,72
2046,7.7,113,111,2,0.17,0,191
2047,11.0,161,145,16,0.3,1,292
2048,3.2,214,178,36,0.02,0,222
2049,5.1,150,131,19,0.09,0,159
2050,7.1,289,240,49,0.21,1,500
2051,10.6,293,281,12,0.06,0,425
2052,1.1,288,231,57,0.15,0,186
2053,4.9,191,185,6,0.3,0,212
2054,5.2,109,98,11,0.2,0,127
2055,6.1,243,203,40,0.08,1,264
2056,10.2,63,54,9,0.11,0,100
2057,1.5,53,45,8,0.06,0,32
2058,9.6,207,185,22,0.18,0,372
2059,7.5,191,171,20,0.04,0,285
2060,10.8,251,224,27,0.15,0,431
2061,4.8,65,55,10,0.27,1,89
2062,5.2,282,281,1,0.1,1,305
2063,6.7,85,72,13,0.24,0,103
2064,2.0,89,84,5,0.13,0,53
2065,5.0,203,197,6,0.19,1,238
2066,9.3,111,99,12,0.14,0,178
2067,9.3,252,251,1,0.06,1,391
2068,5.3,283,272,11,0.07,0,304
2069,4.2,245,234,11,0.02,0,234
2070,3.4,257,250,7,0.15,1,280
2071,3.5,97,96,1,0.04,1,103
2072,11.4,188,153,35,0.22,0,316
2073,4.9,137,126,11,0.03,0,147
2074,5.1,94,86,8,0.03,1,104
2075,6.2,268,217,51,0.14,0,315
2076,8.5,259,251,8,0.26,0,409
2077,2.0,192,185,7,0.15,0,118
2078,8.8,196,166,30,0.17,0,337
2079,11.4,112,94,18,0.24,1,214
2080,11.7,70,63,7,0.02,1,109
2081,2.1,93,75,18,0.14,0,56
2082,4.8,297,272,25,0.3,0,332
2083,8.6,136,115,21,0.11,0,217
2084,9.5,287,274,13,0.17,0,497
2085,5.7,53,43,10,0.01,1,63
2086,5.9,145,129,16,0.28,0,159
2087,5.9,256,213,43,0.27,0,303
2088,7.0,52,52,0,0.25,0,86
2089,7.2,172,139,33,0.26,0,313
2090,10.8,232,227,5,0.24,0,358
2091,11.4,165,150,15,0.16,0,270
2092,11.2,78,65,13,0.14,1,138
2093,2.9,51,51,0,0.23,0,32
2094,6.5,183,168,15,0.04,0,199
2095,11.0,140,128,12,0.13,0,223
2096,4.0,192,158,34,0.27,0,234
2097,11.4,56,52,4,0.25,0,89
2098,8.4,75,75,0,0.04,1,137
2099,9.7,173,171,2,0.1,1,302
2100,4.1,170,144,26,0.06,1,181
2101,4.5,78,72,6,0.15,1,92
2102,6.6,150,137,13,0.16,0,162
2103,8.2,222,209,13,0.12,0,383
2104,1.1,156,145,11,0.18,0,105
2105,6.9,157,157,0,0.18,1,172
2106,4.1,65,62,3,0.1,0,64
2107,7.9,124,105,19,0.01,0,206
2108,6.3,181,159,22,0.11,0,186
2109,10.8,231,222,9,0.12,0,342
2110,3.6,231,219,12,0.01,0,226
2111,10.0,66,61,5,0.02,0,92
2112,6.4,53,44,9,0.2,1,66
2113,4.6,135,112,23,0.24,1,180
2114,7.9,105,96,9,0.0,0,168
2115,7.8,235,220,15,0.14,1,405
2116,3.0,118,114,4,0.1,0,134
2117,2.5,184,160,24,0.22,0,132
2118,8.2,109,90,19,0.11,1,183
2119,1.8,88,74,14,0.03,0,50
2120,5.7,266,248,18,0.17,0,297
2121,11.0,287,259,28,0.2,0,454
2122,4.5,237,232,5,0.08,0,264
2123,9.7,253,210,43,0.0,1,378
2124,6.7,289,279,10,0.17,0,307
2125,11.6,278,247,31,0.21,0,494
2126,7.1,207,169,38,0.23,1,345
2127,5.2,252,233,19,0.06,1,302
2128,7.2,240,236,4,0.06,0,353
2129,6.9,153,143,10,0.08,0,164
2130,9.7,110,107,3,0.25,0,173
2131,4.1,197,183,14,0.05,1,244
2132,5.9,292,290,2,0.27,0,326
2133,2.9,166,137,29,0.13,0,113
2134,1.5,284,240,44,0.17,0,190
2135,8.0,121,103,18,0.17,0,217
2136,4.7,81,74,7,0.26,0,86
2137,3.7,260,245,15,0.16,1,296
2138,1.3,156,144,12,0.15,0,99
2139,2.9,254,243,11,0.03,0,162
2140,9.3,64,63,1,0.01,1,111
2141,11.8,85,84,1,0.07,1,149
2142,3.3,165,144,21,0.14,1,204
2143,10.9,107,96,11,0.29,1,193
2144,10.5,198,198,0,0.08,0,312
2145,10.5,268,257,11,0.06,1,487
2146,1.6,53,50,3,0.06,0,35
2147,8.9,155,128,27,0.14,0,260
2148,8.0,159,139,20,0.27,0,260
2149,7.5,50,46,4,0.26,0,88
2150,9.3,220,202,18,0.14,0,379
2151,10.2,249,241,8,0.15,0,420
2152,7.5,97,90,7,0.04,0,160
2153,8.3,249,216,33,0.17,0,374
2154,7.2,68,59,9,0.18,1,114
2155,1.9,101,84,17,0.26,0,65
2156,10.3,178,154,24,0.2,0,272
2157,6.1,244,205,39,0.19,0,289
2158,8.3,269,226,43,0.04,0,445
2159,5.4,54,49,5,0.23,1,72
2160,9.6,134,115,19,0.25,0,213
2161,11.8,111,90,21,0.11,1,209
2162,8.7,236,216,20,0.11,0,390
2163,6.8,122,108,14,0.13,1,133
2164,7.8,173,150,23,0.04,1,270
2165,4.1,273,261,12,0.04,0,287
2166,1.3,284,243,41,0.13,0,189
2167,4.5,71,58,13,0.22,1,81
2168,10.5,212,201,11,0.08,1,360
2169,1.5,213,173,40,0.02,0,123
2170,1.1,201,191,10,0.16,0,126
2171,10.6,279,232,47,0.29,0,449
2172,4.4,276,254,22,0.11,0,306
2173,7.0,167,138,29,0.15,0,246
2174,7.8,59,59,0,0.13,0,100
2175,7.8,166,138,28,0.01,0,230
2176,7.2,176,167,9,0.23,1,334
2177,2.6,152,124,28,0.26,0,101
2178,7.1,218,192,26,0.16,0,332
2179,5.2,269,253,16,0.1,1,314
2180,9.5,195,172,23,0.18,1,339
2181,3.8,220,203,17,0.15,0,257
2182,7.2,179,174,5,0.16,0,284
2183,11.1,263,263,0,0.04,0,376
2184,11.1,215,174,41,0.02,0,345
2185,6.6,254,217,37,0.17,0,294
2186,7.7,123,109,14,0.14,1,238
2187,5.6,160,133,27,0.25,1,212
2188,3.6,151,148,3,0.22,1,202
2189,8.0,257,247,10,0.16,1,456
2190,9.8,256,221,35,0.29,0,432
2191,11.6,72,71,1,0.2,0,118
2192,2.3,52,48,4,0.22,0,36
2193,2.5,285,265,20,0.21,0,191
2194,5.3,161,143,18,0.0,0,150
2195,10.2,231,213,18,0.04,1,382
2196,10.2,77,76,1,0.11,0,129
2197,6.6,179,149,30,0.13,1,223
2198,11.3,192,191,1,0.15,1,328
2199,8.7,196,171,25,0.0,0,283
2200,6.7,284,253,31,0.27,0,352
2201,6.6,282,235,47,0.23,0,307
2202,5.8,130,128,2,0.27,1,175
2203,7.4,70,65,5,0.02,1,125
2204,11.7,191,160,31,0.2,0,337
2205,8.1,162,135,27,0.26,1,312
2206,1.0,124,123,1,0.15,0,81
2207,2.0,153,129,24,0.16,0,98
2208,3.5,102,85,17,0.18,0,111
2209,11.2,236,192,44,0.04,1,381
2210,9.3,273,250,23,0.15,0,410
2211,7.1,271,267,4,0.17,1,533
2212,11.4,150,128,22,0.26,0,255
2213,2.2,187,179,8,0.05,0,106
2214,9.8,283,281,2,0.18,0,471
2215,6.3,287,264,23,0.25,0,342
2216,4.4,278,259,19,0.09,0,262
2217,4.1,163,131,32,0.15,1,183
2218,6.2,202,166,36,0.02,1,238
2219,1.7,200,177,23,0.05,0,128
2220,11.4,227,221,6,0.17,0,377
2221,8.4,98,89,9,0.28,1,175
2222,9.0,267,216,51,0.23,0,442
2223,9.6,242,196,46,0.17,0,382
2224,5.3,224,222,2,0.07,0,232
2225,7.1,221,199,22,0.15,0,334
2226,10.5,119,117,2,0.03,0,189
2227,5.6,76,72,4,0.19,0,91
2228,3.5,201,166,35,0.2,0,239
2229,4.2,161,153,8,0.01,1,166
2230,7.8,293,283,10,0.08,0,429
2231,10.3,77,66,11,0.03,0,110
2232,9.7,160,129,31,0.16,0,260
2233,7.4,113,93,20,0.23,0,204
2234,4.6,292,266,26,0.11,1,338
2235,12.0,296,262,34,0.25,1,569
2236,4.0,191,185,6,0.24,0,222
2237,11.5,103,84,19,0.25,0,162
2238,11.9,259,253,6,0.12,1,470
2239,12.0,231,219,12,0.06,1,379
2240,3.7,223,206,17,0.25,0,252
2241,5.7,258,233,25,0.24,0,284
2242,9.5,139,113,26,0.12,0,220
2243,8.8,84,73,11,0.11,0,123
2244,4.5,50,41,9,0.23,0,52
2245,3.1,167,135,32,0.22,0,172
2246,8.1,60,56,4,0.18,0,107
2247,1.6,96,84,12,0.11,0,56
2248,1.2,133,119,14,0.07,0,88
2249,3.7,289,288,1,0.22,0,321
2250,6.7,202,170,32,0.21,0,233
2251,9.9,206,198,8,0.15,1,367
2252,5.5,51,49,2,0.27,0,58
2253,9.0,226,184,42,0.22,1,403
2254,4.1,291,250,41,0.22,1,375
2255,11.9,103,95,8,0.15,1,197
2256,12.0,69,57,12,0.12,0,107
2257,7.3,98,95,3,0.18,1,172
2258,9.7,288,285,3,0.18,0,477
2259,8.0,106,98,8,0.16,1,175
2260,10.9,59,50,9,0.23,0,96
2261,8.1,175,144,31,0.2,1,320
2262,7.4,231,204,27,0.08,0,375
2263,2.4,219,185,34,0.24,0,142
2264,3.9,234,226,8,0.15,0,274
2265,10.0,79,65,14,0.14,0,131
2266,7.9,166,165,1,0.26,1,301
2267,8.6,232,205,27,0.01,0,365
2268,5.4,141,122,19,0.08,0,156
2269,9.2,270,228,42,0.12,1,457
2270,10.9,236,229,7,0.28,0,436
2271,2.6,61,51,10,0.2,0,37
2272,1.8,286,249,37,0.22,0,175
2273,7.0,211,179,32,0.29,0,379
2274,6.1,121,97,24,0.09,1,142
2275,2.4,239,197,42,0.17,0,144
2276,6.1,57,50,7,0.24,1,78
2277,5.0,79,79,0,0.03,1,97
2278,2.8,234,191,43,0.13,0,160
2279,5.0,145,117,28,0.0,0,140
2280,8.8,165,134,31,0.21,1,294
2281,5.5,280,280,0,0.06,0,275
2282,4.0,201,201,0,0.18,0,229
2283,9.3,286,270,16,0.05,0,470
2284,11.7,59,52,7,0.05,0,97
2285,10.5,257,209,48,0.3,1,482
2286,8.6,146,128,18,0.02,0,225
2287,10.4,257,233,24,0.01,1,424
2288,7.8,52,48,4,0.16,1,89
2289,3.7,51,45,6,0.14,1,62
2290,5.1,229,195,34,0.14,1,261
2291,9.8,165,146,19,0.16,0,282
2292,7.7,231,228,3,0.19,0,388
2293,2.0,103,86,17,0.26,0,71
2294,11.1,195,173,22,0.27,0,340
2295,7.4,153,148,5,0.15,0,255
2296,9.0,107,106,1,0.12,0,178
2297,9.2,173,147,26,0.16,0,303
2298,11.2,57,46,11,0.16,0,86
2299,9.5,203,170,33,0.22,1,396
2300,9.3,117,96,21,0.14,0,198
2301,6.9,67,63,4,0.0,0,71
2302,6.8,262,231,31,0.29,1,308
2303,1.1,107,99,8,0.26,0,67
2304,1.3,75,62,13,0.27,0,55
2305,9.2,253,231,22,0.01,1,382
2306,11.7,168,145,23,0.26,1,342
2307,8.1,140,120,20,0.01,0,226
2308,6.8,143,122,21,0.16,0,153
2309,11.6,91,84,7,0.23,0,159
2310,3.6,195,163,32,0.16,1,217
2311,10.2,287,253,34,0.13,0,475
2312,4.4,139,117,22,0.22,0,161
2313,4.0,134,117,17,0.18,1,176
2314,9.4,151,136,15,0.0,0,249
2315,8.5,161,132,29,0.02,0,238
2316,7.1,163,160,3,0.01,0,226
2317,5.8,198,190,8,0.26,0,221
2318,2.4,159,146,13,0.01,0,104
2319,5.0,269,245,24,0.28,1,320
2320,11.0,180,153,27,0.25,0,279
2321,5.2,57,53,4,0.1,0,64
2322,8.9,97,79,18,0.25,1,192
2323,2.8,184,168,16,0.01,0,111
2324,2.2,277,275,2,0.06,0,158
2325,4.9,211,188,23,0.28,0,240
